control_id,title,text
PE-23,Facility Location,"Facility Location.  Plan the location or site of the facility where the system resides considering physical and environmental hazards; and For existing facilities, consider the physical and environmental hazards in the organizational risk management strategy. Physical and environmental hazards include floods, fires, tornadoes, earthquakes, hurricanes, terrorism, vandalism, an electromagnetic pulse, electrical interference, and other forms of incoming electromagnetic radiation. The location of system components within the facility is addressed in [PE-18](#pe-18). the location or site of the facility where the system resides is planned considering physical and environmental hazards; for existing facilities, physical and environmental hazards are considered in the organizational risk management strategy. Physical and environmental protection policy

physical site planning documents

organizational assessment of risk

contingency plan

risk mitigation strategy documentation

system security plan

other relevant documents or records Organizational personnel with site selection responsibilities for the facility housing the system

organizational personnel with risk mitigation responsibilities

organizational personnel with information security responsibilities Organizational processes for site planning"
PL-1,Policy and Procedures,"Policy and Procedures.  Develop, document, and disseminate to {{ insert: param, pl-1_prm_1 }}: Designate an {{ insert: param, pl-01_odp.04 }} to manage the development, documentation, and dissemination of the planning policy and procedures; and Review and update the current planning: Planning policy and procedures for the controls in the PL family implemented within systems and organizations. The risk management strategy is an important factor in establishing such policies and procedures. Policies and procedures contribute to security and privacy assurance. Therefore, it is important that security and privacy programs collaborate on their development. Security and privacy program policies and procedures at the organization level are preferable, in general, and may obviate the need for mission level or system-specific policies and procedures. The policy can be included as part of the general security and privacy policy or be represented by multiple policies that reflect the complex nature of organizations. Procedures can be established for security and privacy programs, for mission/business processes, and for systems, if needed. Procedures describe how the policies or controls are implemented and can be directed at the individual or role that is the object of the procedure. Procedures can be documented in system security and privacy plans or in one or more separate documents. Events that may precipitate an update to planning policy and procedures include, but are not limited to, assessment or audit findings, security incidents or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and guidelines. Simply restating controls does not constitute an organizational policy or procedure. the {{ insert: param, pl-01_odp.04 }} is designated to manage the development, documentation, and dissemination of the planning policy and procedures; Planning policy and procedures

system security plan

privacy plan

other relevant documents or records Organizational personnel with planning responsibilities

organizational personnel with information security and privacy responsibilities"
PL-2,System Security and Privacy Plans,"System Security and Privacy Plans.  Develop security and privacy plans for the system that: Distribute copies of the plans and communicate subsequent changes to the plans to {{ insert: param, pl-02_odp.02 }}; Review the plans {{ insert: param, pl-02_odp.03 }}; Update the plans to address changes to the system and environment of operation or problems identified during plan implementation or control assessments; and Protect the plans from unauthorized disclosure and modification. System security and privacy plans are scoped to the system and system components within the defined authorization boundary and contain an overview of the security and privacy requirements for the system and the controls selected to satisfy the requirements. The plans describe the intended application of each selected control in the context of the system with a sufficient level of detail to correctly implement the control and to subsequently assess the effectiveness of the control. The control documentation describes how system-specific and hybrid controls are implemented and the plans and expectations regarding the functionality of the system. System security and privacy plans can also be used in the design and development of systems in support of life cycle-based security and privacy engineering processes. System security and privacy plans are living documents that are updated and adapted throughout the system development life cycle (e.g., during capability determination, analysis of alternatives, requests for proposal, and design reviews). [Section 2.1](#c3397cc9-83c6-4459-adb2-836739dc1b94) describes the different types of requirements that are relevant to organizations during the system development life cycle and the relationship between requirements and controls.

Organizations may develop a single, integrated security and privacy plan or maintain separate plans. Security and privacy plans relate security and privacy requirements to a set of controls and control enhancements. The plans describe how the controls and control enhancements meet the security and privacy requirements but do not provide detailed, technical descriptions of the design or implementation of the controls and control enhancements. Security and privacy plans contain sufficient information (including specifications of control parameter values for selection and assignment operations explicitly or by reference) to enable a design and implementation that is unambiguously compliant with the intent of the plans and subsequent determinations of risk to organizational operations and assets, individuals, other organizations, and the Nation if the plan is implemented.

Security and privacy plans need not be single documents. The plans can be a collection of various documents, including documents that already exist. Effective security and privacy plans make extensive use of references to policies, procedures, and additional documents, including design and implementation specifications where more detailed information can be obtained. The use of references helps reduce the documentation associated with security and privacy programs and maintains the security- and privacy-related information in other established management and operational areas, including enterprise architecture, system development life cycle, systems engineering, and acquisition. Security and privacy plans need not contain detailed contingency plan or incident response plan information but can instead provide—explicitly or by reference—sufficient information to define what needs to be accomplished by those plans.

Security- and privacy-related activities that may require coordination and planning with other individuals or groups within the organization include assessments, audits, inspections, hardware and software maintenance, acquisition and supply chain risk management, patch management, and contingency plan testing. Planning and coordination include emergency and nonemergency (i.e., planned or non-urgent unplanned) situations. The process defined by organizations to plan and coordinate security- and privacy-related activities can also be included in other documents, as appropriate. plans are reviewed {{ insert: param, pl-02_odp.03 }}; Security and privacy planning policy

procedures addressing system security and privacy plan development and implementation

procedures addressing security and privacy plan reviews and updates

enterprise architecture documentation

system security plan

privacy plan

records of system security and privacy plan reviews and updates

security and privacy architecture and design documentation

risk assessments

risk assessment results

control assessment documentation

other relevant documents or records Organizational personnel with system security and privacy planning and plan implementation responsibilities

system developers

organizational personnel with information security and privacy responsibilities Organizational processes for system security and privacy plan development, review, update, and approval

mechanisms supporting the system security and privacy plan"
PL-3,System Security Plan Update,System Security Plan Update.
PL-4,Rules of Behavior,"Rules of Behavior.  Establish and provide to individuals requiring access to the system, the rules that describe their responsibilities and expected behavior for information and system usage, security, and privacy; Receive a documented acknowledgment from such individuals, indicating that they have read, understand, and agree to abide by the rules of behavior, before authorizing access to information and the system; Review and update the rules of behavior {{ insert: param, pl-04_odp.01 }} ; and Require individuals who have acknowledged a previous version of the rules of behavior to read and re-acknowledge {{ insert: param, pl-04_odp.02 }}. Rules of behavior represent a type of access agreement for organizational users. Other types of access agreements include nondisclosure agreements, conflict-of-interest agreements, and acceptable use agreements (see [PS-6](#ps-6) ). Organizations consider rules of behavior based on individual user roles and responsibilities and differentiate between rules that apply to privileged users and rules that apply to general users. Establishing rules of behavior for some types of non-organizational users, including individuals who receive information from federal systems, is often not feasible given the large number of such users and the limited nature of their interactions with the systems. Rules of behavior for organizational and non-organizational users can also be established in [AC-8](#ac-8) . The related controls section provides a list of controls that are relevant to organizational rules of behavior. [PL-4b](#pl-4_smt.b) , the documented acknowledgment portion of the control, may be satisfied by the literacy training and awareness and role-based training programs conducted by organizations if such training includes rules of behavior. Documented acknowledgements for rules of behavior include electronic or physical signatures and electronic agreement check boxes or radio buttons. before authorizing access to information and the system, a documented acknowledgement from such individuals indicating that they have read, understand, and agree to abide by the rules of behavior is received; rules of behavior are reviewed and updated {{ insert: param, pl-04_odp.01 }}; individuals who have acknowledged a previous version of the rules of behavior are required to read and reacknowledge {{ insert: param, pl-04_odp.02 }}. Security and privacy planning policy

procedures addressing rules of behavior for system users

rules of behavior

signed acknowledgements

records for rules of behavior reviews and updates

other relevant documents or records Organizational personnel with responsibility for establishing, reviewing, and updating rules of behavior

organizational personnel with responsibility for literacy training and awareness and role-based training

organizational personnel who are authorized users of the system and have signed and resigned rules of behavior

organizational personnel with information security and privacy responsibilities Organizational processes for establishing, reviewing, disseminating, and updating rules of behavior

mechanisms supporting and/or implementing the establishment, review, dissemination, and update of rules of behavior"
PL-5,Privacy Impact Assessment,Privacy Impact Assessment.
PL-6,Security-related Activity Planning,Security-related Activity Planning.
PL-7,Concept of Operations,"Concept of Operations.  Develop a Concept of Operations (CONOPS) for the system describing how the organization intends to operate the system from the perspective of information security and privacy; and Review and update the CONOPS {{ insert: param, pl-07_odp }}. The CONOPS may be included in the security or privacy plans for the system or in other system development life cycle documents. The CONOPS is a living document that requires updating throughout the system development life cycle. For example, during system design reviews, the concept of operations is checked to ensure that it remains consistent with the design for controls, the system architecture, and the operational procedures. Changes to the CONOPS are reflected in ongoing updates to the security and privacy plans, security and privacy architectures, and other organizational documents, such as procurement specifications, system development life cycle documents, and systems engineering documents. a CONOPS for the system describing how the organization intends to operate the system from the perspective of information security and privacy is developed; the CONOPS is reviewed and updated {{ insert: param, pl-07_odp }}. Security and privacy planning policy

procedures addressing security and privacy CONOPS development

procedures addressing security and privacy CONOPS reviews and updates

security and privacy CONOPS for the system

system security plan

privacy plan

records of security and privacy CONOPS reviews and updates

other relevant documents or records Organizational personnel with security and privacy planning and plan implementation responsibilities

organizational personnel with information security and privacy responsibilities Organizational processes for developing, reviewing, and updating the security CONOPS

mechanisms supporting and/or implementing the development, review, and update of the security CONOPS"
PL-8,Security and Privacy Architectures,"Security and Privacy Architectures.  Develop security and privacy architectures for the system that: Review and update the architectures {{ insert: param, pl-08_odp }} to reflect changes in the enterprise architecture; and Reflect planned architecture changes in security and privacy plans, Concept of Operations (CONOPS), criticality analysis, organizational procedures, and procurements and acquisitions. The security and privacy architectures at the system level are consistent with the organization-wide security and privacy architectures described in [PM-7](#pm-7) , which are integral to and developed as part of the enterprise architecture. The architectures include an architectural description, the allocation of security and privacy functionality (including controls), security- and privacy-related information for external interfaces, information being exchanged across the interfaces, and the protection mechanisms associated with each interface. The architectures can also include other information, such as user roles and the access privileges assigned to each role; security and privacy requirements; types of information processed, stored, and transmitted by the system; supply chain risk management requirements; restoration priorities of information and system services; and other protection needs.

[SP 800-160-1](#e3cc0520-a366-4fc9-abc2-5272db7e3564) provides guidance on the use of security architectures as part of the system development life cycle process. [OMB M-19-03](#c5e11048-1d38-4af3-b00b-0d88dc26860c) requires the use of the systems security engineering concepts described in [SP 800-160-1](#e3cc0520-a366-4fc9-abc2-5272db7e3564) for high value assets. Security and privacy architectures are reviewed and updated throughout the system development life cycle, from analysis of alternatives through review of the proposed architecture in the RFP responses to the design reviews before and during implementation (e.g., during preliminary design reviews and critical design reviews).

In today’s modern computing architectures, it is becoming less common for organizations to control all information resources. There may be key dependencies on external information services and service providers. Describing such dependencies in the security and privacy architectures is necessary for developing a comprehensive mission and business protection strategy. Establishing, developing, documenting, and maintaining under configuration control a baseline configuration for organizational systems is critical to implementing and maintaining effective architectures. The development of the architectures is coordinated with the senior agency information security officer and the senior agency official for privacy to ensure that the controls needed to support security and privacy requirements are identified and effectively implemented. In many circumstances, there may be no distinction between the security and privacy architecture for a system. In other circumstances, security objectives may be adequately satisfied, but privacy objectives may only be partially satisfied by the security requirements. In these cases, consideration of the privacy requirements needed to achieve satisfaction will result in a distinct privacy architecture. The documentation, however, may simply reflect the combined architectures.

[PL-8](#pl-8) is primarily directed at organizations to ensure that architectures are developed for the system and, moreover, that the architectures are integrated with or tightly coupled to the enterprise architecture. In contrast, [SA-17](#sa-17) is primarily directed at the external information technology product and system developers and integrators. [SA-17](#sa-17) , which is complementary to [PL-8](#pl-8) , is selected when organizations outsource the development of systems or components to external entities and when there is a need to demonstrate consistency with the organization’s enterprise architecture and security and privacy architectures. changes in the enterprise architecture are reviewed and updated {{ insert: param, pl-08_odp }} to reflect changes in the enterprise architecture; Security and privacy planning policy

procedures addressing information security and privacy architecture development

procedures addressing information security and privacy architecture reviews and updates

enterprise architecture documentation

information security and privacy architecture documentation

system security plan

privacy plan

security and privacy CONOPS for the system

records of information security and privacy architecture reviews and updates

other relevant documents or records Organizational personnel with security and privacy planning and plan implementation responsibilities

organizational personnel with information security and privacy architecture development responsibilities

organizational personnel with information security and privacy responsibilities Organizational processes for developing, reviewing, and updating the information security and privacy architecture

mechanisms supporting and/or implementing the development, review, and update of the information security and privacy architecture"
PL-9,Central Management,"Central Management.  Centrally manage {{ insert: param, pl-09_odp }}. Central management refers to organization-wide management and implementation of selected controls and processes. This includes planning, implementing, assessing, authorizing, and monitoring the organization-defined, centrally managed controls and processes. As the central management of controls is generally associated with the concept of common (inherited) controls, such management promotes and facilitates standardization of control implementations and management and the judicious use of organizational resources. Centrally managed controls and processes may also meet independence requirements for assessments in support of initial and ongoing authorizations to operate and as part of organizational continuous monitoring.

Automated tools (e.g., security information and event management tools or enterprise security monitoring and management tools) can improve the accuracy, consistency, and availability of information associated with centrally managed controls and processes. Automation can also provide data aggregation and data correlation capabilities; alerting mechanisms; and dashboards to support risk-based decision-making within the organization.

As part of the control selection processes, organizations determine the controls that may be suitable for central management based on resources and capabilities. It is not always possible to centrally manage every aspect of a control. In such cases, the control can be treated as a hybrid control with the control managed and implemented centrally or at the system level. The controls and control enhancements that are candidates for full or partial central management include but are not limited to: [AC-2(1)](#ac-2.1), [AC-2(2)](#ac-2.2), [AC-2(3)](#ac-2.3), [AC-2(4)](#ac-2.4), [AC-4(all)](#ac-4), [AC-17(1)](#ac-17.1), [AC-17(2)](#ac-17.2), [AC-17(3)](#ac-17.3), [AC-17(9)](#ac-17.9), [AC-18(1)](#ac-18.1), [AC-18(3)](#ac-18.3), [AC-18(4)](#ac-18.4), [AC-18(5)](#ac-18.5), [AC-19(4)](#ac-19.4), [AC-22](#ac-22), [AC-23](#ac-23), [AT-2(1)](#at-2.1), [AT-2(2)](#at-2.2), [AT-3(1)](#at-3.1), [AT-3(2)](#at-3.2), [AT-3(3)](#at-3.3), [AT-4](#at-4), [AU-3](#au-3), [AU-6(1)](#au-6.1), [AU-6(3)](#au-6.3), [AU-6(5)](#au-6.5), [AU-6(6)](#au-6.6), [AU-6(9)](#au-6.9), [AU-7(1)](#au-7.1), [AU-7(2)](#au-7.2), [AU-11](#au-11), [AU-13](#au-13), [AU-16](#au-16), [CA-2(1)](#ca-2.1), [CA-2(2)](#ca-2.2), [CA-2(3)](#ca-2.3), [CA-3(1)](#ca-3.1), [CA-3(2)](#ca-3.2), [CA-3(3)](#ca-3.3), [CA-7(1)](#ca-7.1), [CA-9](#ca-9), [CM-2(2)](#cm-2.2), [CM-3(1)](#cm-3.1), [CM-3(4)](#cm-3.4), [CM-4](#cm-4), [CM-6](#cm-6), [CM-6(1)](#cm-6.1), [CM-7(2)](#cm-7.2), [CM-7(4)](#cm-7.4), [CM-7(5)](#cm-7.5), [CM-8(all)](#cm-8), [CM-9(1)](#cm-9.1), [CM-10](#cm-10), [CM-11](#cm-11), [CP-7(all)](#cp-7), [CP-8(all)](#cp-8), [SC-43](#sc-43), [SI-2](#si-2), [SI-3](#si-3), [SI-4(all)](#si-4), [SI-7](#si-7), [SI-8](#si-8). {{ insert: param, pl-09_odp }} are centrally managed. Security and privacy planning policy

procedures addressing security and privacy plan development and implementation

system security plan

privacy plan

other relevant documents or records Organizational personnel with security and privacy planning and plan implementation responsibilities

organizational personnel with responsibilities for planning/implementing central management of controls and related processes

organizational personnel with information security and privacy responsibilities Organizational processes for the central management of controls and related processes

mechanisms supporting and/or implementing central management of controls and related processes"
PL-10,Baseline Selection,"Baseline Selection.  Select a control baseline for the system. Control baselines are predefined sets of controls specifically assembled to address the protection needs of a group, organization, or community of interest. Controls are chosen for baselines to either satisfy mandates imposed by laws, executive orders, directives, regulations, policies, standards, and guidelines or address threats common to all users of the baseline under the assumptions specific to the baseline. Baselines represent a starting point for the protection of individuals’ privacy, information, and information systems with subsequent tailoring actions to manage risk in accordance with mission, business, or other constraints (see [PL-11](#pl-11) ). Federal control baselines are provided in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) . The selection of a control baseline is determined by the needs of stakeholders. Stakeholder needs consider mission and business requirements as well as mandates imposed by applicable laws, executive orders, directives, policies, regulations, standards, and guidelines. For example, the control baselines in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) are based on the requirements from [FISMA](#0c67b2a9-bede-43d2-b86d-5f35b8be36e9) and [PRIVACT](#18e71fec-c6fd-475a-925a-5d8495cf8455) . The requirements, along with the NIST standards and guidelines implementing the legislation, direct organizations to select one of the control baselines after the reviewing the information types and the information that is processed, stored, and transmitted on the system; analyzing the potential adverse impact of the loss or compromise of the information or system on the organization’s operations and assets, individuals, other organizations, or the Nation; and considering the results from system and organizational risk assessments. [CNSSI 1253](#4e4fbc93-333d-45e6-a875-de36b878b6b9) provides guidance on control baselines for national security systems. a control baseline for the system is selected. Security and privacy planning policy

procedures addressing system security and privacy plan development and implementation

procedures addressing system security and privacy plan reviews and updates

system design documentation

system architecture and configuration documentation

system categorization decision

information types stored, transmitted, and processed by the system

system element/component information

stakeholder needs analysis

list of security and privacy requirements allocated to the system, system elements, and environment of operation

list of contractual requirements allocated to external providers of the system or system element

business impact analysis or criticality analysis

risk assessments

risk management strategy

organizational security and privacy policy

federal or organization-approved or mandated baselines or overlays

system security plan

privacy plan

other relevant documents or records Organizational personnel with security and privacy planning and plan implementation responsibilities

organizational personnel with information security and privacy responsibilities

organizational personnel with responsibility for organizational risk management activities"
PL-11,Baseline Tailoring,"Baseline Tailoring.  Tailor the selected control baseline by applying specified tailoring actions. The concept of tailoring allows organizations to specialize or customize a set of baseline controls by applying a defined set of tailoring actions. Tailoring actions facilitate such specialization and customization by allowing organizations to develop security and privacy plans that reflect their specific mission and business functions, the environments where their systems operate, the threats and vulnerabilities that can affect their systems, and any other conditions or situations that can impact their mission or business success. Tailoring guidance is provided in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) . Tailoring a control baseline is accomplished by identifying and designating common controls, applying scoping considerations, selecting compensating controls, assigning values to control parameters, supplementing the control baseline with additional controls as needed, and providing information for control implementation. The general tailoring actions in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) can be supplemented with additional actions based on the needs of organizations. Tailoring actions can be applied to the baselines in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) in accordance with the security and privacy requirements from [FISMA](#0c67b2a9-bede-43d2-b86d-5f35b8be36e9), [PRIVACT](#18e71fec-c6fd-475a-925a-5d8495cf8455) , and [OMB A-130](#27847491-5ce1-4f6a-a1e4-9e483782f0ef) . Alternatively, other communities of interest adopting different control baselines can apply the tailoring actions in [SP 800-53B](#46d9e201-840e-440e-987c-2c773333c752) to specialize or customize the controls that represent the specific needs and concerns of those entities. the selected control baseline is tailored by applying specified tailoring actions. Security and privacy planning policy

procedures addressing system security and privacy plan development and implementation

system design documentation

system categorization decision

information types stored, transmitted, and processed by the system

system element/component information

stakeholder needs analysis

list of security and privacy requirements allocated to the system, system elements, and environment of operation

list of contractual requirements allocated to external providers of the system or system element

business impact analysis or criticality analysis

risk assessments

risk management strategy

organizational security and privacy policy

federal or organization-approved or mandated baselines or overlays

baseline tailoring rationale

system security plan

privacy plan

records of system security and privacy plan reviews and updates

other relevant documents or records Organizational personnel with security and privacy planning and plan implementation responsibilities

organizational personnel with information security and privacy responsibilities"
PM-1,Information Security Program Plan,"Information Security Program Plan.  Develop and disseminate an organization-wide information security program plan that: Review and update the organization-wide information security program plan {{ insert: param, pm-01_odp.01 }} and following {{ insert: param, pm-01_odp.02 }} ; and Protect the information security program plan from unauthorized disclosure and modification. An information security program plan is a formal document that provides an overview of the security requirements for an organization-wide information security program and describes the program management controls and common controls in place or planned for meeting those requirements. An information security program plan can be represented in a single document or compilations of documents. Privacy program plans and supply chain risk management plans are addressed separately in [PM-18](#pm-18) and [SR-2](#sr-2) , respectively.

An information security program plan documents implementation details about program management and common controls. The plan provides sufficient information about the controls (including specification of parameters for assignment and selection operations, explicitly or by reference) to enable implementations that are unambiguously compliant with the intent of the plan and a determination of the risk to be incurred if the plan is implemented as intended. Updates to information security program plans include organizational changes and problems identified during plan implementation or control assessments.

Program management controls may be implemented at the organization level or the mission or business process level, and are essential for managing the organization’s information security program. Program management controls are distinct from common, system-specific, and hybrid controls because program management controls are independent of any particular system. Together, the individual system security plans and the organization-wide information security program plan provide complete coverage for the security controls employed within the organization.

Common controls available for inheritance by organizational systems are documented in an appendix to the organization’s information security program plan unless the controls are included in a separate security plan for a system. The organization-wide information security program plan indicates which separate security plans contain descriptions of common controls.

Events that may precipitate an update to the information security program plan include, but are not limited to, organization-wide assessment or audit findings, security incidents or breaches, or changes in laws, executive orders, directives, regulations, policies, standards, and guidelines. Information security program plan

procedures addressing program plan development and implementation

procedures addressing program plan reviews and updates

procedures addressing coordination of the program plan with relevant entities

procedures for program plan approvals

records of program plan reviews and updates

other relevant documents or records Organizational personnel with information security program planning and plan implementation responsibilities

organizational personnel with information security responsibilities Organizational processes for information security program plan development, review, update, and approval

mechanisms supporting and/or implementing the information security program plan"
PM-2,Information Security Program Leadership Role,"Information Security Program Leadership Role.  Appoint a senior agency information security officer with the mission and resources to coordinate, develop, implement, and maintain an organization-wide information security program. The senior agency information security officer is an organizational official. For federal agencies (as defined by applicable laws, executive orders, regulations, directives, policies, and standards), this official is the senior agency information security officer. Organizations may also refer to this official as the senior information security officer or chief information security officer. a senior agency information security officer is appointed; the senior agency information security officer is provided with the mission and resources to coordinate an organization-wide information security program; the senior agency information security officer is provided with the mission and resources to develop an organization-wide information security program; the senior agency information security officer is provided with the mission and resources to implement an organization-wide information security program; the senior agency information security officer is provided with the mission and resources to maintain an organization-wide information security program. Information security program plan

procedures addressing program plan development and implementation

procedures addressing program plan reviews and updates

procedures addressing coordination of the program plan with relevant entities

other relevant documents or records Organizational personnel with information security program planning and plan implementation responsibilities

senior information security officer

organizational personnel with information security responsibilities"
PM-3,Information Security and Privacy Resources,"Information Security and Privacy Resources.  Include the resources needed to implement the information security and privacy programs in capital planning and investment requests and document all exceptions to this requirement; Prepare documentation required for addressing information security and privacy programs in capital planning and investment requests in accordance with applicable laws, executive orders, directives, policies, regulations, standards; and Make available for expenditure, the planned information security and privacy resources. Organizations consider establishing champions for information security and privacy and, as part of including the necessary resources, assign specialized expertise and resources as needed. Organizations may designate and empower an Investment Review Board or similar group to manage and provide oversight for the information security and privacy aspects of the capital planning and investment control process. Information security program plan

Exhibit 300

Exhibit 53

business cases for capital planning and investment

procedures for capital planning and investment

documentation of exceptions to capital planning requirements

other relevant documents or records Organizational personnel with information security program planning responsibilities

organizational personnel with privacy program planning responsibilities

organizational personnel responsible for capital planning and investment

organizational personnel with information security responsibilities

organizational personnel with privacy responsibilities Organizational processes for capital planning and investment

organizational processes for business case, Exhibit 300, and Exhibit 53 development

mechanisms supporting the capital planning and investment process"
PM-4,Plan of Action and Milestones Process,"Plan of Action and Milestones Process.  Implement a process to ensure that plans of action and milestones for the information security, privacy, and supply chain risk management programs and associated organizational systems: Review plans of action and milestones for consistency with the organizational risk management strategy and organization-wide priorities for risk response actions. The plan of action and milestones is a key organizational document and is subject to reporting requirements established by the Office of Management and Budget. Organizations develop plans of action and milestones with an organization-wide perspective, prioritizing risk response actions and ensuring consistency with the goals and objectives of the organization. Plan of action and milestones updates are based on findings from control assessments and continuous monitoring activities. There can be multiple plans of action and milestones corresponding to the information system level, mission/business process level, and organizational/governance level. While plans of action and milestones are required for federal organizations, other types of organizations can help reduce risk by documenting and tracking planned remediations. Specific guidance on plans of action and milestones at the system level is provided in [CA-5](#ca-5). Information security program plan

plans of action and milestones

procedures addressing plans of action and milestones development and maintenance

procedures addressing plans of action and milestones reporting

procedures for reviewing plans of action and milestones for consistency with risk management strategy and risk response priorities

results of risk assessments associated with plans of action and milestones

OMB FISMA reporting requirements

other relevant documents or records Organizational personnel with responsibilities for developing, maintaining, reviewing, and reporting plans of action and milestones

organizational personnel with information security responsibilities Organizational processes for plan of action and milestones development, review, maintenance, and reporting

mechanisms supporting plans of action and milestones"
PM-5,System Inventory,"System Inventory.  Develop and update {{ insert: param, pm-05_odp }} an inventory of organizational systems. [OMB A-130](#27847491-5ce1-4f6a-a1e4-9e483782f0ef) provides guidance on developing systems inventories and associated reporting requirements. System inventory refers to an organization-wide inventory of systems, not system components as described in [CM-8](#cm-8). an inventory of organizational systems is developed; the inventory of organizational systems is updated {{ insert: param, pm-05_odp }}. Information security program plan

system inventory

procedures addressing system inventory development and maintenance

OMB FISMA reporting guidance

other relevant documents or records Organizational personnel with information security program planning and plan implementation responsibilities

organizational personnel responsible for developing and maintaining the system inventory

organizational personnel with information security responsibilities Organizational processes for system inventory development and maintenance

mechanisms supporting the system inventory"
PM-6,Measures of Performance,"Measures of Performance.  Develop, monitor, and report on the results of information security and privacy measures of performance. Measures of performance are outcome-based metrics used by an organization to measure the effectiveness or efficiency of the information security and privacy programs and the controls employed in support of the program. To facilitate security and privacy risk management, organizations consider aligning measures of performance with the organizational risk tolerance as defined in the risk management strategy. information security measures of performance are developed; information security measures of performance are monitored; the results of information security measures of performance are reported; privacy measures of performance are developed; privacy measures of performance are monitored; the results of privacy measures of performance are reported. Information security program plan

privacy program plan

information security measures of performance

privacy measures of performance

procedures addressing the development, monitoring, and reporting of information security and privacy measures of performance

risk management strategy

other relevant documents or records Organizational personnel with information security and privacy program planning and plan implementation responsibilities

organizational personnel responsible for developing, monitoring, and reporting information security and privacy measures of performance

organizational personnel with information security and privacy responsibilities Organizational processes for developing, monitoring, and reporting information security and privacy measures of performance

mechanisms supporting the development, monitoring, and reporting of information security and privacy measures of performance"
PM-7,Enterprise Architecture,"Enterprise Architecture.  Develop and maintain an enterprise architecture with consideration for information security, privacy, and the resulting risk to organizational operations and assets, individuals, other organizations, and the Nation. The integration of security and privacy requirements and controls into the enterprise architecture helps to ensure that security and privacy considerations are addressed throughout the system development life cycle and are explicitly related to the organization’s mission and business processes. The process of security and privacy requirements integration also embeds into the enterprise architecture and the organization’s security and privacy architectures consistent with the organizational risk management strategy. For PM-7, security and privacy architectures are developed at a system-of-systems level, representing all organizational systems. For [PL-8](#pl-8) , the security and privacy architectures are developed at a level that represents an individual system. The system-level architectures are consistent with the security and privacy architectures defined for the organization. Security and privacy requirements and control integration are most effectively accomplished through the rigorous application of the Risk Management Framework [SP 800-37](#482e4c99-9dc4-41ad-bba8-0f3f0032c1f8) and supporting security standards and guidelines. an enterprise architecture is developed with consideration for information security; an enterprise architecture is maintained with consideration for information security; an enterprise architecture is developed with consideration for privacy; an enterprise architecture is maintained with consideration for privacy; an enterprise architecture is developed with consideration for the resulting risk to organizational operations and assets, individuals, other organizations, and the Nation; an enterprise architecture is maintained with consideration for the resulting risk to organizational operations and assets, individuals, other organizations, and the Nation. Information security program plan

privacy program plan

enterprise architecture documentation

procedures addressing enterprise architecture development

results of risk assessments of enterprise architecture

other relevant documents or records Organizational personnel with information security and privacy program planning and plan implementation responsibilities

organizational personnel responsible for developing enterprise architecture

organizational personnel responsible for risk assessments of enterprise architecture

organizational personnel with information security and privacy responsibilities Organizational processes for enterprise architecture development

mechanisms supporting the enterprise architecture and its development"
PM-8,Critical Infrastructure Plan,"Critical Infrastructure Plan.  Address information security and privacy issues in the development, documentation, and updating of a critical infrastructure and key resources protection plan. Protection strategies are based on the prioritization of critical assets and resources. The requirement and guidance for defining critical infrastructure and key resources and for preparing an associated critical infrastructure protection plan are found in applicable laws, executive orders, directives, policies, regulations, standards, and guidelines. information security issues are addressed in the development of a critical infrastructure and key resources protection plan; information security issues are addressed in the documentation of a critical infrastructure and key resources protection plan; information security issues are addressed in the update of a critical infrastructure and key resources protection plan; privacy issues are addressed in the development of a critical infrastructure and key resources protection plan; privacy issues are addressed in the documentation of a critical infrastructure and key resources protection plan; privacy issues are addressed in the update of a critical infrastructure and key resources protection plan. Information security program plan

privacy program plan

critical infrastructure and key resources protection plan

procedures addressing the development, documentation, and updating of the critical infrastructure and key resources protection plan

HSPD 7

National Infrastructure Protection Plan

other relevant documents or records Organizational personnel with information security and privacy program planning and plan implementation responsibilities

organizational personnel responsible for developing, documenting, and updating the critical infrastructure and key resources protection plan

organizational personnel with information security and privacy responsibilities Organizational processes for developing, documenting, and updating the critical infrastructure and key resources protection plan

mechanisms supporting the development, documentation, and updating of the critical infrastructure and key resources protection plan"
